County,State,Population_Estimate_2015,Population_Estimate_2016,Population_Estimate_2017,LACCESS_POP15,LACCESS_LOWI15,LACCESS_HHNV15,LACCESS_CHILD15,LACCESS_SENIORS15,GROC16,SUPERC16,CONVS16,SPECS16,WICS16,GROCPTH16,SUPERCPTH16,CONVSPTH16,SPECSPTH16,WICSPTH16,FFR16,FSR16,FFRPTH16,FSRPTH16,FOODINSEC_15_17,VLFOODSEC_15_17,FMRKT_WIC18,FMRKT_WICCASH18,POVRATE15,CHILDPOVRATE15,PCT_WIC17
Garrard County,Kentucky,"17,213","17,387","17,497",122.1931545,41.30062053,192.8945664,17.40341305,24.953547,1,0,10,1,1,0.0574779,0,0.57477871,0.0574779,0.057514235,4,5,0.229911484,0.287389355,14.7,6.1,0,0,17,24.3,2.422094498
Grant County,Kentucky,"24,727","24,915","25,000",4503.751433,1922.239356,245.0962501,1364.345903,334.015026,2,1,18,0,4,0.080295487,0.0401477,0.722659387,0,0.160545856,17,11,0.682511643,0.441625181,14.7,6.1,3,0,16.4,27,2.422094498
Graves County,Kentucky,"37,230","37,175","37,173",3573.328986,1354.522631,540.071837,786.8852296,756.6229501,5,1,19,3,6,0.134596748,0.0269193,0.511467643,0.080758049,0.161398783,18,23,0.484548293,0.619145041,14.7,6.1,2,0,16.3,27.4,2.422094498
Grayson County,Kentucky,"26,143","26,088","26,264",5837.208624,3021.464529,411.6442064,1351.11239,934.3103417,5,1,27,2,4,0.191277735,0.0382555,1.03289977,0.076511094,0.153327197,16,10,0.612088753,0.382555471,14.7,6.1,0,0,22.9,32.5,2.422094498
Green County,Kentucky,"10,973","10,990","11,064",1254.539108,657.5868795,275.8098039,291.2484821,174.519016,1,0,5,0,1,0.090900827,0,0.454504136,0,0.09099181,6,3,0.545404963,0.272702482,14.7,6.1,0,0,20.5,29.1,2.422094498
Greenup County,Kentucky,"35,983","35,804","35,491",8653.322325,3148.223854,459.0508834,1838.940201,1682.136367,6,0,22,1,6,0.167621176,0,0.614610979,0.0279369,0.16757904,23,8,0.642547842,0.223494902,14.7,6.1,0,0,16.8,23.5,2.422094498
Hancock County,Kentucky,"8,644","8,728","8,778",271.3490783,121.0334017,95.2478151,63.59433296,37.23646752,0,0,3,0,2,0,0,0.343367289,0,0.229147568,3,2,0.343367289,0.228911526,14.7,6.1,0,0,13.8,20,2.422094498
Hardin County,Kentucky,"106,323","107,041","108,226",28939.40978,10447.34725,903.0431035,8288.143529,2432.546693,14,3,49,6,14,0.130972094,0.0280654,0.458402328,0.0561309,0.130791008,71,63,0.664215617,0.589374421,14.7,6.1,0,0,15,21.6,2.422094498
Harlan County,Kentucky,"27,511","27,005","26,725",5719.80983,3384.967095,1082.53248,1240.72949,824.4993597,8,0,15,0,11,0.296120817,0,0.555226532,0,0.407331973,21,8,0.777317145,0.296120817,14.7,6.1,0,0,35.5,47.7,2.422094498
Harrison County,Kentucky,"18,637","18,565","18,730",948.8313517,332.8997668,88.7546703,221.555909,113.8174162,3,1,9,0,4,0.161394448,0.0537981,0.484183344,0,0.215459198,10,11,0.537981493,0.591779643,14.7,6.1,1,0,16.2,24.4,2.422094498
Hart County,Kentucky,"18,418","18,537","18,762",1704.046332,706.1672638,550.6511159,404.7473636,337.3241157,5,0,9,2,4,0.269876397,0,0.485777514,0.107950559,0.215784654,5,6,0.269876397,0.323851676,14.7,6.1,0,1,22,31.1,2.422094498
Henderson County,Kentucky,"46,399","46,301","45,989",4483.639737,1667.330536,333.4296532,1125.29797,532.397487,7,1,28,0,7,0.151370989,0.0216244,0.605483955,0,0.151184633,32,28,0.691981662,0.605483955,14.7,6.1,0,0,17,24.2,2.422094498
Henry County,Kentucky,"15,572","15,844","15,994",320.9595504,81.54464463,180.7700662,70.61526091,52.20011941,3,0,12,0,2,0.18923863,0,0.75695452,0,0.126230747,6,7,0.37847726,0.441556803,14.7,6.1,1,0,17.7,26.5,2.422094498
Hickman County,Kentucky,"4,610","4,606","4,523",0,0,98.78241561,0,0,2,1,7,0,1,0.433651344,0.216825672,1.517779705,0,0.217108116,0,0,0,0,14.7,6.1,0,0,17.6,29.9,2.422094498
Hopkins County,Kentucky,"46,077","45,628","45,369",10899.98976,4161.769088,649.060221,2623.451895,1595.45158,6,1,22,0,6,0.131268049,0.021878,0.481316181,0,0.131498203,32,28,0.700096263,0.61258423,14.7,6.1,0,0,18.4,26.6,2.422094498
Jackson County,Kentucky,"13,327","13,365","13,420",23.84814251,13.06103953,315.2174755,6.550072538,3.643835439,2,0,7,0,4,0.149555074,0,0.523442758,0,0.299289197,4,2,0.299110147,0.149555074,14.7,6.1,0,0,31.2,41,2.422094498
Jefferson County,Kentucky,"765,192","767,711","770,377",119488.4849,32352.1931,2758.479069,29002.88829,16619.83396,155,17,267,51,106,0.201997824,0.0221546,0.347957541,0.0664638,0.138072789,660,626,0.860119765,0.815810565,14.7,6.1,0,0,15.4,22.4,2.422094498
Jessamine County,Kentucky,"51,815","52,198","53,281",7707.394655,2266.905932,345.0786359,2017.561553,948.4379763,5,2,22,3,8,0.095684623,0.0382738,0.421012343,0.0574108,0.153262571,35,30,0.669792364,0.574107741,14.7,6.1,0,0,18.3,23.8,2.422094498
Johnson County,Kentucky,"23,136","22,862","22,571",3913.695103,1830.328239,775.6859617,824.7882331,686.8041336,5,1,15,0,4,0.218627022,0.0437254,0.655881067,0,0.174962819,19,11,0.830782685,0.480979449,14.7,6.1,0,0,25.9,34.4,2.422094498
Kenton County,Kentucky,"164,092","164,676","165,410",49639.87532,10228.54169,804.0696136,13164.3471,5050.180197,29,1,61,7,13,0.176188972,0.00607548,0.370604389,0.0425284,0.078942895,95,117,0.57717077,0.710831369,14.7,6.1,1,0,12.8,18.2,2.422094498
Knott County,Kentucky,"15,692","15,505","15,285",138.5769734,66.11221503,587.189421,33.35590839,16.12170264,3,0,7,0,6,0.193423598,0,0.451321728,0,0.386971951,6,3,0.386847195,0.193423598,14.7,6.1,0,0,33.8,46.4,2.422094498
Knox County,Kentucky,"31,485","31,506","31,484",2739.431842,1819.168336,928.1858654,679.0468642,375.9737397,9,0,17,0,13,0.287319627,0,0.542714851,0,0.412619829,22,12,0.702336866,0.383092836,14.7,6.1,0,0,32,45.2,2.422094498
Larue County,Kentucky,"14,121","14,024","14,211",191.1526757,73.43401682,146.2953813,48.23221487,33.14476169,2,0,8,0,3,0.1425212,0,0.5700848,0,0.213918999,7,3,0.4988242,0.2137818,14.7,6.1,0,0,18.1,27.7,2.422094498
Laurel County,Kentucky,"59,930","60,089","60,299",5505.683645,2619.167859,1165.985718,1269.555705,830.1177941,8,2,37,2,11,0.133355559,0.0333389,0.616769462,0.0333389,0.183061793,41,29,0.683447241,0.483413902,14.7,6.1,0,0,23,33.1,2.422094498
Lawrence County,Kentucky,"15,873","15,842","15,735",2504.387303,1428.346637,416.4541469,604.4947465,368.7687528,3,1,8,0,5,0.189322226,0.063107409,0.50485927,0,0.315616727,9,7,0.567966679,0.441751862,14.7,6.1,1,0,25,34.3,2.422094498
Lee County,Kentucky,"6,742","6,593","6,590",1.825991314,1.105160327,249.9500348,0.608509658,0.000132101,3,0,1,0,3,0.454683237,0,0.151561079,0,0.455028057,3,1,0.454683237,0.151561079,14.7,6.1,0,0,34.7,50.2,2.422094498
Leslie County,Kentucky,"10,646","10,430","10,309",350.8281017,191.8956718,358.2905915,73.2966181,46.46783216,3,0,7,0,6,0.287383849,0,0.670562314,0,0.575263679,3,1,0.287383849,0.095794616,14.7,6.1,0,0,33.7,39.4,2.422094498
Letcher County,Kentucky,"23,044","22,751","22,328",,,1050.243089,,,4,0,4,0,7,0.175831905,0,0.175831905,0,0.307678789,12,8,0.527495714,0.351663809,14.7,6.1,1,0,33.2,41.9,2.422094498
Lewis County,Kentucky,"13,600","13,474","13,358",160.6075342,119.3281986,375.6288054,50.39223225,17.80438232,5,0,6,0,7,0.371057514,0,0.445269017,0,0.519519091,5,2,0.371057514,0.148423006,14.7,6.1,1,0,24.7,35.6,2.422094498
Lincoln County,Kentucky,"24,343","24,376","24,498",4359.72628,2828.735358,546.0371678,1055.623276,673.7657898,5,1,17,0,7,0.205372546,0.0410745,0.698266656,0,0.287167698,10,6,0.410745092,0.246447055,14.7,6.1,1,1,21.2,31.4,2.422094498
Livingston County,Kentucky,"9,286","9,194","9,264",1424.891706,617.100775,217.7725968,309.2569766,231.1333486,4,0,7,2,1,0.434074878,0,0.759631036,0.217037439,0.108766586,4,3,0.434074878,0.325556158,14.7,6.1,0,0,15.3,25,2.422094498
Logan County,Kentucky,"26,751","26,670","27,014",4080.238951,1866.976511,497.6742748,984.7120545,694.2650386,6,1,13,1,6,0.225081592,0.0375136,0.487676783,0.0375136,0.224971876,14,17,0.525190382,0.637731178,14.7,6.1,1,0,15.5,24.3,2.422094498
Lyon County,Kentucky,"8,311","8,084","8,113",260.1592697,85.67219615,46.19853994,27.03273742,90.10213208,1,0,3,0,1,0.123716442,0,0.371149326,0,0.12370114,3,12,0.371149326,1.484597303,14.7,6.1,0,0,16.9,22.4,2.422094498
McCracken County,Kentucky,"64,984","65,340","65,397",15861.01865,5793.275753,706.3459293,3575.205285,2571.278703,11,3,36,4,11,0.168345015,0.0459123,0.550947323,0.0612164,0.168350175,72,73,1.101894647,1.117198739,14.7,6.1,0,1,15.2,24.6,2.422094498
McCreary County,Kentucky,"17,879","17,542","17,423",359.6566985,273.152137,661.060666,91.01032568,40.29590313,3,0,10,0,6,0.170891484,0,0.56963828,0,0.342036247,6,6,0.341782968,0.341782968,14.7,6.1,0,0,41.5,51.9,2.422094498
McLean County,Kentucky,"9,412","9,351","9,219",49.8843908,20.38753385,142.4293795,17.59859377,3.141523382,3,0,8,0,3,0.321130379,0,0.856347677,0,0.320821315,7,5,0.749304218,0.535217298,14.7,6.1,0,0,17.3,26,2.422094498
Madison County,Kentucky,"88,237","89,568","91,226",18254.73124,8979.947829,1098.025784,3658.270118,2117.530485,8,3,46,4,6,0.089348537,0.0335057,0.51375409,0.0446743,0.066988207,65,52,0.725956867,0.580765494,14.7,6.1,1,0,18.2,20.1,2.422094498
Magoffin County,Kentucky,"12,781","12,665","12,539",231.7288413,120.0815897,497.5268032,74.25007468,20.41872009,1,0,7,1,5,0.078901688,0,0.552311819,0.078901688,0.394788802,8,3,0.631213508,0.236705065,14.7,6.1,0,0,32.6,45.1,2.422094498
Marion County,Kentucky,"19,216","19,152","19,316",309.1214666,161.6895237,268.2812385,66.2108363,47.63504241,2,1,11,0,6,0.104476832,0.0522384,0.574622577,0,0.313283205,14,11,0.731337826,0.574622577,14.7,6.1,0,1,20.5,27.6,2.422094498
Marshall County,Kentucky,"31,060","31,273","31,311",1059.390452,426.4584836,331.9499644,210.2408695,245.5507104,7,1,12,1,7,0.223835257,0.0319765,0.383717584,0.0319765,0.22383526,19,25,0.607552841,0.799411633,14.7,6.1,0,0,12.1,19.5,2.422094498
Martin County,Kentucky,"12,304","11,961","11,495",5.052766085,3.113178492,362.3794662,1.055801868,0.527900934,4,0,11,0,5,0.334812087,0,0.920733238,0,0.418025255,10,1,0.837030217,0.083703022,14.7,6.1,0,0,40,45.3,2.422094498
Mason County,Kentucky,"17,066","17,182","17,225",2901.251132,1266.494762,232.2121367,671.9310115,446.2976135,4,1,19,0,4,0.233127404,0.0582819,1.10735517,0,0.232801765,12,14,0.699382212,0.815945914,14.7,6.1,0,0,19.5,29.3,2.422094498
Meade County,Kentucky,"27,740","27,985","28,094",4046.186226,2223.852557,364.6462584,1456.589603,186.2414252,3,0,17,0,2,0.107089312,0,0.606839437,0,0.071466856,11,9,0.392660812,0.321267937,14.7,6.1,0,0,13.5,20.3,2.422094498
Menifee County,Kentucky,"6,367","6,444","6,466",94.33539604,46.94077483,163.9278687,16.1308212,18.45815744,1,0,1,0,1,0.155134967,0,0.155134967,0,0.155183122,1,1,0.155134967,0.155134967,14.7,6.1,0,0,26.8,43.5,2.422094498
Mercer County,Kentucky,"21,402","21,440","21,588",4717.223582,2010.544834,319.4703503,1257.116327,700.1899629,3,1,6,0,3,0.140232786,0.0467443,0.280465573,0,0.139925376,12,11,0.560931146,0.514186884,14.7,6.1,1,0,15.1,21.9,2.422094498
Metcalfe County,Kentucky,"9,914","10,007","10,079",78.77931826,53.93058857,262.0385892,15.76321242,16.52597192,2,0,6,1,2,0.1998002,0,0.599400599,0.0999001,0.199860096,2,6,0.1998002,0.599400599,14.7,6.1,1,0,22.9,38.4,2.422094498
Monroe County,Kentucky,"10,621","10,539","10,611",381.303676,153.8313204,311.7056975,81.27115985,75.4113987,5,1,5,1,5,0.472634465,0.094526893,0.472634465,0.094526893,0.474428326,8,8,0.756215143,0.756215143,14.7,6.1,1,1,25.3,37.8,2.422094498
Montgomery County,Kentucky,"27,586","27,678","27,956",3017.937287,1340.447357,408.8672923,656.8033303,532.7036555,4,1,25,1,5,0.144607932,0.036152,0.903799573,0.036152,0.180648893,19,16,0.686887676,0.578431727,14.7,6.1,1,0,21.5,29.9,2.422094498
Morgan County,Kentucky,"13,268","13,251","13,211",2143.874421,1186.170789,330.5604308,515.4397741,383.8130944,3,0,3,0,3,0.226671704,0,0.226671704,0,0.226398006,5,1,0.377786173,0.075557235,14.7,6.1,0,0,31.3,40.9,2.422094498
Muhlenberg County,Kentucky,"31,249","31,151","30,923",1594.051503,710.5120857,470.1469941,374.572127,264.3918269,9,1,20,0,6,0.28972444,0.0321916,0.643832089,0,0.192610189,21,15,0.676023693,0.482874066,14.7,6.1,0,0,19.4,26.2,2.422094498
Nelson County,Kentucky,"45,115","45,495","45,612",5565.995596,1753.232448,475.6524366,1323.745239,813.1506761,6,1,22,4,5,0.131833363,0.0219722,0.483388996,0.087888908,0.109902188,28,24,0.615222359,0.527333451,14.7,6.1,1,0,12.5,18.8,2.422094498
Nicholas County,Kentucky,"7,061","7,083","7,137",37.23019023,13.48464921,57.85978173,8.260099861,1.441961967,1,0,1,0,1,0.141582897,0,0.141582897,0,0.141183108,1,5,0.141582897,0.707914484,14.7,6.1,0,0,21.5,34.3,2.422094498
Ohio County,Kentucky,"24,025","24,150","24,136",4152.151828,1990.878859,388.8559951,980.1753526,720.9266427,3,1,21,0,2,0.123987436,0.0413291,0.867912052,0,0.082815737,13,13,0.537278889,0.537278889,14.7,6.1,1,0,19.9,27.5,2.422094498
Oldham County,Kentucky,"64,546","65,389","66,489",24249.08367,4331.462836,439.5022036,6550.869483,2148.015461,3,2,16,3,4,0.0459165,0.030611,0.244887964,0.0459165,0.06117237,33,24,0.505081425,0.367331946,14.7,6.1,0,0,6.2,6.7,2.422094498
Owen County,Kentucky,"10,728","10,659","10,789",1101.074736,461.4040694,110.9449265,276.052028,117.7727311,2,0,3,0,2,0.187564475,0,0.281346713,0,0.187634856,6,4,0.562693426,0.375128951,14.7,6.1,1,0,16.9,25.4,2.422094498
Owsley County,Kentucky,"4,447","4,473","4,416",33.37490561,23.82566391,355.1838406,5.707982666,7.267155177,0,0,4,0,3,0,0,0.889877642,0,0.670690835,1,0,0.22246941,0,14.7,6.1,1,0,42.4,61.6,2.422094498
Pendleton County,Kentucky,"14,472","14,571","14,558",116.244714,35.50521351,166.012978,28.15273381,16.08031675,2,0,3,0,2,0.137211855,0,0.205817783,0,0.137258932,5,4,0.343029638,0.27442371,14.7,6.1,1,1,16.4,23.5,2.422094498
Perry County,Kentucky,"27,339","27,123","26,479",701.3182489,343.0646628,861.4626256,148.9808357,99.2743911,7,1,20,0,7,0.257684521,0.0368121,0.736241487,0,0.258083552,21,15,0.773053562,0.552181115,14.7,6.1,0,1,28.5,37.2,2.422094498
Pike County,Kentucky,"61,785","60,422","58,862",982.7243396,505.8968484,1940.960997,246.3583359,173.9170624,21,2,29,2,23,0.347434773,0.033089,0.479790877,0.033089,0.380656064,50,29,0.827225651,0.479790877,14.7,6.1,0,0,25,32,2.422094498
Powell County,Kentucky,"12,228","12,257","12,321",386.6584104,172.9000991,396.1361991,101.3055542,70.15244446,3,0,10,0,3,0.244001627,0,0.813338756,0,0.244758099,10,5,0.813338756,0.406669378,14.7,6.1,0,0,26,39.3,2.422094498
Pulaski County,Kentucky,"63,858","64,025","64,357",11036.69138,4951.397106,1023.230168,2514.395506,1800.501155,13,1,44,2,9,0.203080576,0.0156216,0.687349642,0.0312432,0.140570089,43,33,0.671728059,0.515512232,14.7,6.1,0,0,23,31.7,2.422094498
Robertson County,Kentucky,"2,135","2,125","2,132",1612.868281,802.790065,66.17850202,351.1694487,287.3462545,1,0,0,0,1,0.468384075,0,0,0,0.470588237,0,0,0,0,14.7,6.1,1,1,22.5,36.7,2.422094498
Rockcastle County,Kentucky,"16,933","16,869","16,757",274.3604511,161.3731912,409.0505785,58.85164204,39.40756395,3,0,7,0,3,0.177819928,0,0.414913165,0,0.177841008,11,5,0.652006402,0.296366546,14.7,6.1,0,0,22.9,32.4,2.422094498
Rowan County,Kentucky,"24,655","24,438","24,562",2000.234228,939.0937119,441.100292,289.0940171,245.8083162,2,1,19,2,4,0.081960495,0.0409802,0.778624703,0.081960495,0.16367951,21,13,0.860585198,0.532743218,14.7,6.1,0,0,27.2,32.4,2.422094498
Russell County,Kentucky,"17,685","17,767","17,739",179.1074754,72.99562443,524.4208122,37.4331164,25.40683374,5,0,16,1,3,0.281373101,0,0.900393922,0.0562746,0.168852374,11,11,0.619020822,0.619020822,14.7,6.1,0,0,24.6,35.8,2.422094498
Scott County,Kentucky,"52,136","53,401","54,790",13103.79198,4090.070267,523.5655035,3897.427063,1137.480927,4,2,10,0,5,0.07488393,0.037442,0.187209825,0,0.093631208,36,33,0.673955369,0.617792422,14.7,6.1,0,0,13.1,18.1,2.422094498
Shelby County,Kentucky,"45,941","46,762","47,495",4468.177649,1365.822536,196.4725135,1183.147417,618.8346969,5,1,14,1,4,0.10731456,0.0214629,0.300480769,0.0214629,0.085539542,25,22,0.536572802,0.472184066,14.7,6.1,0,0,11.5,17.1,2.422094498
Simpson County,Kentucky,"17,908","18,005","18,105",2266.677595,994.923733,108.8275856,622.4096597,283.6652313,2,1,7,0,3,0.111203781,0.0556019,0.389213233,0,0.166620389,19,15,1.056435919,0.834028357,14.7,6.1,0,0,16,26.2,2.422094498
Spencer County,Kentucky,"17,990","18,234","18,471",,,198.428275,,,1,0,4,0,1,0.0548276,0,0.219310269,0,0.054842602,10,3,0.548275673,0.164482702,14.7,6.1,0,0,9,11.9,2.422094498
Taylor County,Kentucky,"25,583","25,442","25,562",4103.669343,2074.323575,366.5286646,943.5970758,609.583787,4,1,8,1,4,0.157251248,0.0393128,0.314502496,0.0393128,0.157220349,20,8,0.786256241,0.314502496,14.7,6.1,0,0,23,33.8,2.422094498
Todd County,Kentucky,"12,450","12,353","12,200",59.2503128,27.28270219,295.0009987,11.83953548,5.50572673,4,0,6,0,2,0.323572238,0,0.485358356,0,0.161903992,7,2,0.566251416,0.161786119,14.7,6.1,0,0,19.3,28.1,2.422094498
Trigg County,Kentucky,"14,219","14,304","14,424",1851.687172,851.7588937,254.437333,448.8839665,284.0081457,3,0,10,0,2,0.209599665,0,0.698665549,0,0.139821023,6,10,0.419199329,0.698665549,14.7,6.1,1,0,15.1,26.5,2.422094498
Trimble County,Kentucky,"8,750","8,616","8,565",515.2090517,207.7405771,196.3295129,126.6620874,89.53482824,1,0,3,0,1,0.11591515,0,0.34774545,0,0.11606314,1,2,0.11591515,0.2318303,14.7,6.1,0,0,15.7,22.3,2.422094498
Union County,Kentucky,"14,978","14,796","14,640",970.5860644,693.0846931,225.6988043,204.2005066,76.98137386,4,1,9,1,4,0.270416441,0.06760411,0.608436993,0.06760411,0.270343333,9,9,0.608436993,0.608436993,14.7,6.1,0,0,20.7,20.7,2.422094498
Warren County,Kentucky,"124,081","126,493","128,995",14250.30417,6359.292147,530.3522764,3791.437175,1372.703391,19,4,49,5,13,0.150386652,0.0316603,0.38783926,0.0395754,0.102772482,97,96,0.767763434,0.759848347,14.7,6.1,3,1,18,22.9,2.422094498
Washington County,Kentucky,"12,023","12,138","11,939",2021.024099,940.3079712,118.0690855,468.8432035,250.6803265,4,0,5,0,2,0.329760923,0,0.412201154,0,0.164771795,9,2,0.741962077,0.164880462,14.7,6.1,1,0,17.1,23.6,2.422094498
Wayne County,Kentucky,"20,609","20,724","20,621",2592.94925,1694.580322,473.3025649,574.1461975,419.0544745,2,1,11,1,3,0.096371609,0.0481858,0.530043849,0.0481858,0.1447597,12,7,0.578229654,0.337300631,14.7,6.1,0,0,28,40.3,2.422094498
Webster County,Kentucky,"13,178","13,209","13,071",433.2722182,146.2531711,203.4020123,87.61717719,48.23049754,3,0,9,1,4,0.227721269,0,0.683163807,0.07590709,0.302823842,7,5,0.531349628,0.379535449,14.7,6.1,0,0,18.1,24.9,2.422094498
Whitley County,Kentucky,"36,122","36,103","36,129",4495.556314,2502.763004,828.291574,1058.564671,668.5251981,9,1,17,1,15,0.249286763,0.0276985,0.470874997,0.0276985,0.415477931,30,22,0.830955876,0.609367643,14.7,6.1,0,0,29.2,38.9,2.422094498
Wolfe County,Kentucky,"7,245","7,193","7,245",124.6917658,63.98402919,339.7733391,27.94817331,21.19347852,1,0,7,0,3,0.138600139,0,0.97020097,0,0.417072147,1,3,0.138600139,0.415800416,14.7,6.1,0,1,30.7,50.4,2.422094498
Woodford County,Kentucky,"25,858","26,113","26,396",8495.444186,2883.973778,324.4283796,2247.224554,928.9974619,3,0,12,0,2,0.114982178,0,0.459928711,0,0.076590203,16,18,0.613238281,0.689893067,14.7,6.1,3,0,11.6,17,2.422094498
Acadia Parish,Louisiana,"62,681","62,793","62,514",1087.158033,371.8722275,686.1302077,314.6990061,140.5594643,19,1,41,7,12,0.302547771,0.0159236,0.652866242,0.111464968,0.191104099,32,21,0.50955414,0.334394904,17.3,7.1,0,0,23.7,32.5,2.556320896
Allen Parish,Louisiana,"25,645","25,693","25,631",7198.274709,2975.369198,364.2294097,1618.800386,865.9822794,4,1,14,1,4,0.155726855,0.0389317,0.545043993,0.0389317,0.155684426,11,7,0.428248852,0.272521996,17.3,7.1,0,0,20.4,24.3,2.556320896
Ascension Parish,Louisiana,"119,374","121,520","123,028",33734.73766,8682.606652,690.6431286,9710.101994,2804.598355,22,4,62,6,13,0.181087844,0.0329251,0.51033847,0.0493876,0.106978275,91,51,0.749045173,0.419794548,17.3,7.1,0,0,10.7,14.8,2.556320896
Assumption Parish,Louisiana,"22,890","22,751","22,580",9104.477625,3352.377814,675.8540473,2184.423982,1243.03533,4,0,12,1,2,0.175785542,0,0.527356625,0.0439464,0.087908223,7,2,0.307624698,0.087892771,17.3,7.1,0,0,16.8,25.2,2.556320896
Avoyelles Parish,Louisiana,"40,991","40,997","40,871",7985.475449,3929.919329,966.3750587,1681.370621,1028.00771,8,1,34,6,4,0.194931774,0.0243665,0.828460039,0.14619883,0.097568117,12,11,0.292397661,0.268031189,17.3,7.1,0,0,25.3,34.7,2.556320896
Beauregard Parish,Louisiana,"36,530","36,966","36,847",12563.07072,4918.634238,412.7289341,3309.669166,1713.534107,3,1,21,1,3,0.081085464,0.0270285,0.567598249,0.0270285,0.081155658,18,13,0.486512784,0.351370344,17.3,7.1,0,0,19.5,24.8,2.556320896
Bienville Parish,Louisiana,"13,826","13,780","13,639",4133.456168,1756.421192,537.0418514,1002.535672,637.3726499,2,0,12,0,3,0.144864552,0,0.86918731,0,0.217706814,7,5,0.507025931,0.362161379,17.3,7.1,0,0,25.4,37.4,2.556320896
Bossier Parish,Louisiana,"125,577","125,962","127,058",26314.6202,9275.422546,1005.412307,7347.820883,2592.774678,17,3,50,6,11,0.134651332,0.023762,0.39603333,0.047524,0.087327927,110,80,0.871273326,0.633653328,17.3,7.1,0,0,14.5,20.4,2.556320896
Caddo Parish,Louisiana,"251,361","248,885","246,034",82925.40147,36053.82331,4899.928813,20534.0183,11574.57212,31,7,136,4,28,0.124425535,0.0280961,0.545866865,0.0160549,0.112501755,203,142,0.81478657,0.569949226,17.3,7.1,1,1,22.2,34.8,2.556320896
Calcasieu Parish,Louisiana,"198,427","200,480","202,330",42022.20597,17918.06184,1487.073313,11182.32648,4414.531948,31,6,149,12,23,0.154511743,0.0299055,0.742653216,0.059811,0.114724658,157,103,0.782527214,0.513377726,17.3,7.1,0,0,17.5,26,2.556320896
Caldwell Parish,Louisiana,"10,047","10,075","9,947",961.4260095,327.5929938,236.2373602,206.8041099,175.6424646,3,0,4,0,1,0.297885016,0,0.397180022,0,0.099255584,6,3,0.595770033,0.297885016,17.3,7.1,0,0,22.9,32.8,2.556320896
Cameron Parish,Louisiana,"6,825","6,895","6,926",1747.269495,410.0178841,33.07799349,366.0584729,230.9058926,3,0,6,0,,0.43566657,0,0.87133314,0,,1,1,0.14522219,0.14522219,17.3,7.1,0,0,12.7,17.6,2.556320896
